"Ref","Name","Location","Type"
"K-1366","Kinzua Bridge","US-PA","State Park"
"K-1367","Kooser","US-PA","State Park"
"K-1368","Lackawanna","US-PA","State Park"
"K-1369","Laurel Hill","US-PA","State Park"
"K-1370","Laurel Mountain","US-PA","State Park"
"K-1371","Laurel Ridge","US-PA","State Park"
"K-1372","Laurel Summit","US-PA","State Park"
"K-1373","Lehigh Gorge","US-PA","State Park"
"K-1374","Leonard Harrison","US-PA","State Park"
"K-1375","Linn Run","US-PA","State Park"
"K-1376","Little Buffalo","US-PA","State Park"
"K-1377","Little Pine","US-PA","State Park"
"K-1378","Locust Lake","US-PA","State Park"
"K-1379","Lyman Run","US-PA","State Park"
"K-1380","Marsh Creek","US-PA","State Park"
"K-1381","Maurice K Goddard","US-PA","State Park"
"K-1382","McCalls Dam","US-PA","State Park"
"K-1383","McConnells Mill","US-PA","State Park"
"K-1384","Memorial Lake","US-PA","State Park"
"K-1385","Milton","US-PA","State Park"
"K-1386","Mont Alto","US-PA","State Park"
"K-1387","Moraine","US-PA","State Park"
"K-1388","Mt. Pisgah","US-PA","State Park"
"K-1389","Nescopeck","US-PA","State Park"
"K-1390","Neshaminy","US-PA","State Park"
"K-1391","Nockamixon","US-PA","State Park"
"K-1392","Ohiopyle","US-PA","State Park"
"K-1393","Oil Creek","US-PA","State Park"
"K-1394","Ole Bull","US-PA","State Park"
"K-1395","Parker Dam","US-PA","State Park"
"K-1396","Patterson","US-PA","State Park"
"K-1397","Penn-Roosevelt","US-PA","State Park"
"K-1398","Pine Grove Furnace","US-PA","State Park"
"K-1399","Poe Paddy","US-PA","State Park"
"K-1400","Poe Valley","US-PA","State Park"
"K-1401","Point","US-PA","State Park"
"K-1402","Presque Isle","US-PA","State Park"
"K-1403","Prince Gallitzin","US-PA","State Park"
"K-1404","Promised Land","US-PA","State Park"
"K-1405","Prompton","US-PA","State Park"
"K-1406","Prouty Place","US-PA","State Park"
"K-1407","Pymatuning","US-PA","State Park"
"K-1408","Raymond B Winter","US-PA","State Park"
"K-1409","Raccoon Creek","US-PA","State Park"
"K-1410","Ralph Stover","US-PA","State Park"
"K-1411","Ravensburg","US-PA","State Park"
"K-1412","Reeds Gap","US-PA","State Park"
"K-1413","Ricketts Glen","US-PA","State Park"
"K-1414","Ridley Creek","US-PA","State Park"
"K-1415","Ryerson Station","US-PA","State Park"
"K-1416","S B Elliott","US-PA","State Park"
"K-1417","Salt Springs","US-PA","State Park"
"K-1418","Samuel S Lewis","US-PA","State Park"
"K-1419","Sand Bridge","US-PA","State Park"
"K-1420","Shawnee","US-PA","State Park"
"K-1421","Shikellamy","US-PA","State Park"
"K-1422","Sinnemahoning","US-PA","State Park"
"K-1423","Sizerville","US-PA","State Park"
"K-1424","Susquehanna","US-PA","State Park"
"K-1425","Susquehannock","US-PA","State Park"
"K-1426","Swatara","US-PA","State Park"
"K-1427","Tobyhanna","US-PA","State Park"
"K-1428","Trough Creek","US-PA","State Park"
"K-1429","Tuscarora","US-PA","State Park"
"K-1430","Tyler","US-PA","State Park"
"K-1431","Upper Pine Bottom","US-PA","State Park"
"K-1432","Warriors' Path","US-PA","State Park"
"K-1433","Whipple Dam","US-PA","State Park"
"K-1434","Worlds End","US-PA","State Park"
"K-1435","Yellow Creek","US-PA","State Park"
"K-1436","Amnicon Falls","US-WI","State Park"
"K-1437","Aztalan","US-WI","State Park"
"K-1438","Belmont Mound","US-WI","State Park"
"K-1439","Big Bay","US-WI","State Park"
"K-1440","Big Foot Beach","US-WI","State Park"
"K-1441","Blue Mound","US-WI","State Park"
"K-1442","Brunet Island","US-WI","State Park"
"K-1443","Buckhorn","US-WI","State Park"
"K-1444","Campbellsport Drumlin","US-WI","State Park"
"K-1445","Copper Culture","US-WI","State Park"
"K-1446","Copper Falls","US-WI","State Park"
"K-1447","Council Grounds","US-WI","State Park"
"K-1448","Cross Plains","US-WI","State Park"
"K-1449","Devil's Lake","US-WI","State Park"
"K-1450","Grand Traverse Island","US-WI","State Park"
"K-1451","Governor Dodge","US-WI","State Park"
"K-1452","Governor Nelson","US-WI","State Park"
"K-1453","Governor Thompson","US-WI","State Park"
"K-1454","Harrington Beach","US-WI","State Park"
"K-1455","Hartman Creek","US-WI","State Park"
"K-1456","High Cliff","US-WI","State Park"
"K-1457","Kinnickinnic","US-WI","State Park"
"K-1458","Kohler-Andrae","US-WI","State Park"
"K-1459","Lake Kegonsa","US-WI","State Park"
"K-1460","Lake Wissota","US-WI","State Park"
"K-1461","Lakeshore","US-WI","State Park"
"K-1462","Merrick","US-WI","State Park"
"K-1463","Mill Bluff","US-WI","State Park"
"K-1464","Mirror Lake","US-WI","State Park"
"K-1465","Natural Bridge","US-WI","State Park"
"K-1466","Nelson Dewey","US-WI","State Park"
"K-1467","New Glarus Woods","US-WI","State Park"
"K-1468","Newport","US-WI","State Park"
"K-1469","Pattison","US-WI","State Park"
"K-1470","Peninsula","US-WI","State Park"
"K-1471","Perrot","US-WI","State Park"
"K-1472","Potawatomi","US-WI","State Park"
"K-1473","Rib Mountain","US-WI","State Park"
"K-1474","Roche-A-Cri","US-WI","State Park"
"K-1475","Rock Island","US-WI","State Park"
"K-1476","Rocky Arbor","US-WI","State Park"
"K-1477","Straight Lake","US-WI","State Park"
"K-1478","Tower Hill","US-WI","State Park"
"K-1479","Whitefish Dunes","US-WI","State Park"
"K-1480","Wildcat Mountain","US-WI","State Park"
"K-1481","Willow River","US-WI","State Park"
"K-1482","Wyalusing","US-WI","State Park"
"K-1483","Yellowstone Lake","US-WI","State Park"
"K-1484","Algonac","US-MI","State Park"
"K-1485","Aloha","US-MI","State Park"
"K-1486","Baraga","US-MI","State Park"
"K-1487","Belle Isle","US-MI","State Park"
"K-1488","Bewabic","US-MI","State Park"
"K-1489","Brimley","US-MI","State Park"
"K-1490","Burt Lake","US-MI","State Park"
"K-1491","Cheboygan","US-MI","State Park"
"K-1492","Clear Lake","US-MI","State Park"
"K-1493","Coldwater Lake","US-MI","State Park"
"K-1494","Craig Lake","US-MI","State Park"
"K-1495","Dodge #4","US-MI","State Park"
"K-1496","Duck Lake","US-MI","State Park"
"K-1497","Fisherman's Island","US-MI","State Park"
"K-1498","Fort Michilimackinac","US-MI","State Park"
"K-1499","Grand Haven","US-MI","State Park"
"K-1500","Grand Mere","US-MI","State Park"
"K-1501","Harrisville","US-MI","State Park"
"K-1502","Hart-Montague Trail","US-MI","State Park"
"K-1503","Hartwick Pines","US-MI","State Park"
"K-1504","Hayes","US-MI","State Park"
"K-1505","Historic Mill Creek","US-MI","State Park"
"K-1506","Hoeft","US-MI","State Park"
"K-1507","Hoffmaster","US-MI","State Park"
"K-1508","Holland","US-MI","State Park"
"K-1509","Indian Lake","US-MI","State Park"
"K-1510","Interlochen","US-MI","State Park"
"K-1511","Kal-Haven Trail","US-MI","State Park"
"K-1512","Lake Gogebic","US-MI","State Park"
"K-1513","Lakelands Trail","US-MI","State Park"
"K-1514","Lakeport","US-MI","State Park"
"K-1515","Leelanau","US-MI","State Park"
"K-1516","Ludington","US-MI","State Park"
"K-1517","Mackinac Island","US-MI","State Park"
"K-1518","Maybury","US-MI","State Park"
"K-1519","McLain","US-MI","State Park"
"K-1520","Mears","US-MI","State Park"
"K-1521","Meridian-Baseline","US-MI","State Park"
"K-1522","Milliken","US-MI","State Park"
"K-1523","Mitchell","US-MI","State Park"
"K-1524","Muskallonge Lake","US-MI","State Park"
"K-1525","Muskegon","US-MI","State Park"
"K-1526","Negwegon","US-MI","State Park"
"K-1527","Newaygo","US-MI","State Park"
"K-1528","North Higgins Lake","US-MI","State Park"
"K-1529","Onaway","US-MI","State Park"
"K-1530","Orchard Beach","US-MI","State Park"
"K-1531","Otsego Lake","US-MI","State Park"
"K-1532","Palms Book","US-MI","State Park"
"K-1533","Petoskey","US-MI","State Park"
"K-1534","Porcupine Mountains","US-MI","State Park"
"K-1535","Port Crescent","US-MI","State Park"
"K-1536","Saugatuck Dunes","US-MI","State Park"
"K-1537","Seven Lakes","US-MI","State Park"
"K-1538","Silver Lake","US-MI","State Park"
"K-1539","Sleeper","US-MI","State Park"
"K-1540","Sleepy Hollow","US-MI","State Park"
"K-1541","South Higgins Lake","US-MI","State Park"
"K-1542","Sterling","US-MI","State Park"
"K-1543","Straits","US-MI","State Park"
"K-1544","Tahquamenon Falls","US-MI","State Park"
"K-1545","Tawas Point","US-MI","State Park"
"K-1546","Thompson's Harbor","US-MI","State Park"
"K-1547","Traverse City","US-MI","State Park"
"K-1548","Twin Lakes","US-MI","State Park"
"K-1549","Van Buren","US-MI","State Park"
"K-1550","Van Buren Trail","US-MI","State Park"
"K-1551","Van Riper","US-MI","State Park"
"K-1552","Warren Dunes","US-MI","State Park"
"K-1553","Warren Woods","US-MI","State Park"
"K-1554","Wells","US-MI","State Park"
"K-1555","White Pine Trail","US-MI","State Park"
"K-1556","Wilderness","US-MI","State Park"
"K-1557","Wilson","US-MI","State Park"
"K-1558","Young","US-MI","State Park"
"K-1559","Assateague","US-MD","State Park"
"K-1560","Big Run","US-MD","State Park"
"K-1561","Bill Burton Fishing Pier","US-MD","State Park"
"K-1562","Calvert Cliffs","US-MD","State Park"
"K-1563","Casselman River Bridge","US-MD","State Park"
"K-1564","Chapel Point","US-MD","State Park"
"K-1565","Chapman","US-MD","State Park"
"K-1566","Cunningham Falls","US-MD","State Park"
"K-1567","Dans Mountain","US-MD","State Park"
"K-1568","Deep Creek Lake","US-MD","State Park"
"K-1569","Elk Neck","US-MD","State Park"
"K-1570","Fort Frederick","US-MD","State Park"
"K-1571","Fort Tonoloway","US-MD","State Park"
"K-1572","Franklin Point","US-MD","State Park"
"K-1573","Gambrill","US-MD","State Park"
"K-1574","Gathland","US-MD","State Park"
"K-1575","Greenbrier","US-MD","State Park"
"K-1576","Greenwell","US-MD","State Park"
"K-1577","Gunpowder Falls","US-MD","State Park"
"K-1578","Hart-Miller Island","US-MD","State Park"
"K-1579","Herrington Manor","US-MD","State Park"
"K-1580","Janes Island","US-MD","State Park"
"K-1581","Jonas Green","US-MD","State Park"
"K-1582","Martinak","US-MD","State Park"
"K-1583","Matthew Henson","US-MD","State Park"
"K-1584","New Germany","US-MD","State Park"
"K-1585","Newtowne Neck","US-MD","State Park"
"K-1586","North Point","US-MD","State Park"
"K-1587","Palmer","US-MD","State Park"
"K-1588","Patapsco Valley","US-MD","State Park"
"K-1589","Patuxent River","US-MD","State Park"
"K-1590","Point Lookout","US-MD","State Park"
"K-1591","Purse","US-MD","State Park"
"K-1592","Rocks","US-MD","State Park"
"K-1593","Rocky Gap","US-MD","State Park"
"K-1594","Rosaryville","US-MD","State Park"
"K-1595","Sandy Point","US-MD","State Park"
"K-1596","Seneca Creek","US-MD","State Park"
"K-1597","Smallwood","US-MD","State Park"
"K-1598","South Mountain","US-MD","State Park"
"K-1599","St. Clements Island","US-MD","State Park"
"K-1600","St. Mary's River","US-MD","State Park"
"K-1601","Susquehanna","US-MD","State Park"
"K-1602","Swallow Falls","US-MD","State Park"
"K-1603","Tuckahoe","US-MD","State Park"
"K-1604","Washington Monument","US-MD","State Park"
"K-1605","Wills Mountain","US-MD","State Park"
"K-1606","Wye Oak","US-MD","State Park"
"K-1607","Allaire","US-NJ","State Park"
"K-1608","Allamuchy Mountain","US-NJ","State Park"
"K-1609","Barnegat Lighthouse","US-NJ","State Park"
"K-1610","Cape May Point","US-NJ","State Park"
"K-1611","Cheesequake","US-NJ","State Park"
"K-1612","Corson's Inlet","US-NJ","State Park"
"K-1613","Delaware and Raritan Canal","US-NJ","State Park"
"K-1614","Double Trouble","US-NJ","State Park"
"K-1615","Edison","US-NJ","State Park"
"K-1616","Farny","US-NJ","State Park"
"K-1617","Fort Mott","US-NJ","State Park"
"K-1618","Hacklebarney","US-NJ","State Park"
"K-1619","High Point","US-NJ","State Park"
"K-1620","Hopatcong","US-NJ","State Park"
"K-1621","Island Beach","US-NJ","State Park"
"K-1622","Kittatinny Valley","US-NJ","State Park"
"K-1623","Liberty","US-NJ","State Park"
"K-1624","Long Pond Ironworks","US-NJ","State Park"
"K-1625","Monmouth Battlefield","US-NJ","State Park"
"K-1626","Parvin","US-NJ","State Park"
"K-1627","Pigeon Swamp","US-NJ","State Park"
"K-1628","Princeton Battlefield","US-NJ","State Park"
"K-1629","Rancocas","US-NJ","State Park"
"K-1630","Ringwood","US-NJ","State Park"
"K-1631","Stephens","US-NJ","State Park"
"K-1632","Swartswood","US-NJ","State Park"
"K-1633","Voorhees","US-NJ","State Park"
"K-1634","Washington Crossing","US-NJ","State Park"
"K-1635","Washington Rock","US-NJ","State Park"
"K-1636","Wawayanda","US-NJ","State Park"
"K-1637","Chugach","US-AK","State Park"
"K-1638","Kachemak Bay","US-AK","State Park"
"K-1639","Afognak Island","US-AK","State Park"
"K-1640","Shuyak Island","US-AK","State Park"
"K-1641","Denali","US-AK","State Park"
"K-1642","Chilkat","US-AK","State Park"
"K-1643","Point Bridget","US-AK","State Park"
"K-1644","Wood-Tikchik","US-AK","State Park"
"K-1645","Above All","US-CT","State Park"
"K-1646","Beaver Brook","US-CT","State Park"
"K-1647","Bennett's Pond","US-CT","State Park"
"K-1648","Bigelow Hollow","US-CT","State Park"
"K-1649","Black Rock","US-CT","State Park"
"K-1650","Bluff Point","US-CT","State Park"
"K-1651","Bolton Notch","US-CT","State Park"
"K-1652","Brainard Homestead","US-CT","State Park"
"K-1653","Burr Pond","US-CT","State Park"
"K-1654","Camp Columbia","US-CT","State Park"
"K-1655","Campbell Falls","US-CT","State Park"
"K-1656","Chatfield Hollow","US-CT","State Park"
"K-1657","Collis P. Huntington","US-CT","State Park"
"K-1658","Connecticut Valley Railroad","US-CT","State Park"
"K-1659","Dart Island","US-CT","State Park"
"K-1660","Day Pond","US-CT","State Park"
"K-1661","Dennis Hill","US-CT","State Park"
"K-1662","Devil's Hopyard","US-CT","State Park"
"K-1663","Dinosaur","US-CT","State Park"
"K-1664","Eagle Landing","US-CT","State Park"
"K-1665","Farm River","US-CT","State Park"
"K-1666","Fort Griswold Battlefield","US-CT","State Park"
"K-1667","Fort Trumbull","US-CT","State Park"
"K-1668","Gardner Lake","US-CT","State Park"
"K-1669","Gay City","US-CT","State Park"
"K-1670","George Dudley Seymour","US-CT","State Park"
"K-1671","George Waldo","US-CT","State Park"
"K-1672","Gillette Castle","US-CT","State Park"
"K-1673","Haddam Island","US-CT","State Park"
"K-1674","Haddam Meadows","US-CT","State Park"
"K-1675","Haley Farm","US-CT","State Park"
"K-1676","Hammonasset Beach","US-CT","State Park"
"K-1677","Harkness Memorial","US-CT","State Park"
"K-1678","Haystack Mountain","US-CT","State Park"
"K-1679","Higganum Reservoir","US-CT","State Park"
"K-1680","Hopemead","US-CT","State Park"
"K-1681","Hopeville Pond","US-CT","State Park"
"K-1682","Housatonic Meadows","US-CT","State Park"
"K-1683","Hurd","US-CT","State Park"
"K-1684","Indian Well","US-CT","State Park"
"K-1685","John A. Minetto","US-CT","State Park"
"K-1686","Kent Falls","US-CT","State Park"
"K-1687","Kettletown","US-CT","State Park"
"K-1688","Killingly Pond","US-CT","State Park"
"K-1689","Lake Waramaug","US-CT","State Park"
"K-1690","Lamentation Mountain","US-CT","State Park"
"K-1691","Lovers Leap","US-CT","State Park"
"K-1692","Macedonia Brook","US-CT","State Park"
"K-1693","Machimoodus","US-CT","State Park"
"K-1694","Mansfield Hollow","US-CT","State Park"
"K-1695","Mashamoquet Brook","US-CT","State Park"
"K-1696","Mianus River","US-CT","State Park"
"K-1697","Millers Pond","US-CT","State Park"
"K-1698","Minnie Island","US-CT","State Park"
"K-1699","Mohawk Mountain","US-CT","State Park"
"K-1700","Mooween","US-CT","State Park"
"K-1701","Mount Bushnell","US-CT","State Park"
"K-1702","Mount Riga","US-CT","State Park"
"K-1703","Mount Tom","US-CT","State Park"
"K-1704","Old Furnace","US-CT","State Park"
"K-1705","Osborndale","US-CT","State Park"
"K-1706","Penwood","US-CT","State Park"
"K-1707","Putnam Memorial","US-CT","State Park"
"K-1708","Quaddick","US-CT","State Park"
"K-1709","Quinnipiac River","US-CT","State Park"
"K-1710","River Highlands","US-CT","State Park"
"K-1711","Rocky Neck","US-CT","State Park"
"K-1712","Ross Pond","US-CT","State Park"
"K-1713","Scantic River","US-CT","State Park"
"K-1714","Selden Neck","US-CT","State Park"
"K-1715","Sherwood Island","US-CT","State Park"
"K-1716","Silver Sands","US-CT","State Park"
"K-1717","Sleeping Giant","US-CT","State Park"
"K-1718","Southford Falls","US-CT","State Park"
"K-1719","Squantz Pond","US-CT","State Park"
"K-1720","Stillwater Pond","US-CT","State Park"
"K-1721","Stratton Brook","US-CT","State Park"
"K-1722","Sunny Brook","US-CT","State Park"
"K-1723","Sunrise","US-CT","State Park"
"K-1724","Talcott Mountain","US-CT","State Park"
"K-1725","Trimountain","US-CT","State Park"
"K-1726","Wadsworth Falls","US-CT","State Park"
"K-1727","West Rock Ridge","US-CT","State Park"
"K-1728","Wharton Brook","US-CT","State Park"
"K-1729","Windsor Meadows","US-CT","State Park"
"K-1730","Alapocas Run","US-DE","State Park"
"K-1731","Bellevue","US-DE","State Park"
"K-1732","Brandywine Creek","US-DE","State Park"
"K-1733","Cape Henlopen","US-DE","State Park"
"K-1734","Delaware Seashore","US-DE","State Park"
"K-1735","Fenwick Island","US-DE","State Park"
"K-1736","Fort Delaware","US-DE","State Park"
"K-1737","Fort DuPont","US-DE","State Park"
"K-1738","Fox Point","US-DE","State Park"
"K-1739","Holts Landing","US-DE","State Park"
"K-1740","Killens Pond","US-DE","State Park"
"K-1741","Lums Pond","US-DE","State Park"
"K-1742","Trap Pond","US-DE","State Park"
"K-1743","White Clay Creek","US-DE","State Park"
"K-1744","Wilmington","US-DE","State Park"
"K-1745","Babler Memorial","US-MO","State Park"
"K-1746","Sam A. Baker","US-MO","State Park"
"K-1747","Bennett Spring","US-MO","State Park"
"K-1748","Big Lake","US-MO","State Park"
"K-1749","Big Oak Tree","US-MO","State Park"
"K-1750","Big Sugar Creek","US-MO","State Park"
"K-1751","Castlewood","US-MO","State Park"
"K-1752","Crowder","US-MO","State Park"
"K-1753","Cuivre River","US-MO","State Park"
